sentence1,sentence2,label,p,pred
"lexical = 20, order = 60 <sent> Otama remained for a while without moving. was she ashamed or sorry that she was the sort of person they would not sell to? No, it was none of these. Nor indeed was it that she hated Suezō, the man to whom she had given herself and who she now knew was a moneylender, nor did she feel any particular shame or regret that she had given herself to such a man. how dreadful! how dreadful! Did she hate the fish store for not selling her anything, she wondered, or In her mind was only one thought— Then her taut nerves began gradually to relax and tears welled up in her eyes. She pulled a handkerchief from her sleeve to press them back. She had heard from others that moneylenders were nasty, frightening people, hated by everyone. But her father had never borrowed money from one. </sent> Even if he doesn't lend me for some reason, my father hasn't been grudged that he can't take the lead just because he's in trouble, so the child is scared of the demon and the policeman is scared. Similarly, even if you are taught the existence of a scary thing called usury, you don't feel any pain. What is regrettable like that?","The ladle is still in the trace. My tension was a little loose, and the tears that were dripping gradually seemed to overflow, so I took out a handkerchief from the skirt and held it down. I can hear a cry of regret and regret in my chest. This is the voice of that chaotic thing. Of course, it's not that we hate that the appetizers don't sell, or that we're sad or sad to know that we don't sell, but we're supposed to leave it to us. It's not that he hates the end-of-life when he finds out that he was a usury, or that it's regrettable or sad to leave himself to such a man. I know that usury is a bad thing, a scary thing, and something that people dislike, but my father has only borrowed money from a pawn shop, and the head of the money is the one he wants to borrow.",1,0.0007672925,0
"lexical = 40, order = 40 You, of course, haven’t much to worry you—all you’ve got is one little boy—but in my case, brother, my Praskovia Fedorovna has been endowed by God with such a blessed fertility that not a year passes without her bringing forth either a Praskushka or a Petrushka. But suppose the Devil took to turning up at your elbow day after day, so that, even though you didn’t want to take anything, he persisted in thrusting temptation upon you. To which the other officials would usually remark: “It’s all very well for you to talk, Sprechen Sie Deutsch, Ivan Andreich. There will be three or four of you replacing one another; but it’s thirty years by now, my dear sir, that I’m doing business at the same old stand.” In a case like that, brother, you’d strike up a different tune.” Of course, as is generally the case, there were to be found some courageous spirits who had not lost their presence of mind, but they were far from many—as a matter of fact there was only one: the Postmaster. Your work has to do with the mail, receiving it and dispatching it. All the monkey business you can do is to close the post office an hour earlier, maybe, or accept a little something from a belated merchant for taking a letter outside of regular hours, or you may forward a parcel or two that shouldn’t be forwarded. In a case like that, naturally, any man would be a saint. He alone did not change; his character remained as imperturbable and tranquil as ever. Whenever such occasions as the present arose, it was his wont to remark: “ We know all about you Governors-General!","Of course there were some bold spirits, as there always are, who did not lose their presence of mind; but they were not many; in fact the post master was the only one. He alone was unchanged in his invariable composure, and always when such things happened was in the habit of saying: “We know all about you governor-generals! You may be changed three or four times over, but I have been for thirty years in the same place, my good sir.” To this the other officials usually answered: “It’s all very well for you, Sprechen Sie Deutsch, Ivan Andre itch: the post office is your job—receiving and dispatching the mails; the worst you can do is to close the post office an hour too early if you are in a bad temper, or to accept a late letter from some merchant at the wrong hour, or to send off some parcel which ought not to be sent off—any one would be a saint, of course, in your place. But suppose you had the devil at your elbow every day, so that even what you don’t want to take he thrusts upon you. You have not much to fear, to be sure; you have only one son; while God has been so bountiful to Praskovya Fyodorovna, my boy, that not a year passes but she presents me with a little Praskovya or a little Petrushka; in our place, you’d sing a different tune, my boy.”",1,0.0008040859,0
"lexical = 40, order = 80 <sent> It is, of course, decently dressed and I am not a poor person; After all, the peasant reform bypassed us: forests and meadows are flooded, income is not lost; but ... I will not go there; I was already tired of it: “It was you who said the truth that I have acquaintances,” Svidrigailov picked up, without answering the main point, “I already met; the third day after all, I wander; I recognize myself, and it seems that they recognize me. That is, how did he compose with us, please tell me! I’ve been walking for the third day and I don’t confess to anyone ... And then there’s the city! City of clerks and all kinds of seminarians! </sent> There was a lot here that I didn’t notice eight years or so ago, when I was knocking about here… My only hope now is anatomy, I swear to you!’","‘You’re right, I do have friends here,’ replied Svidrigailov, without answering the main question. ‘I’ve come across some of them—after all, I’ve been hanging about here for over two days. Some people I recognize, and some I think recognize me. Of course I’m wearing decent clothes, and I’m not reckoned a poor man; the peasant reforms* didn’t affect us, we own forests and water meadows, and the income from them carries on. But… I’m not going to see anyone; I was already fed up with them all. This is my third day here, and I haven’t shown myself to anybody… And then, this town! Just look at what it’s turned into, for heaven’s sake! A town of office clerks and seminary students!",1,0.0012065897,0
"lexical = 40, order = 40 And now the thing was repeated, and this time the infamy was even worse. Disgusted and sick at heart she returned to her own room, where her horror of the abominable thing she suspected the existence of would not let her sleep: it could have been none other but the Prussian whose voice she heard; she had thought she had noticed glances of intelligence passing; she was prostrated by this supreme disgrace. And there came another sorrow to wring poor Madame Delaherche's heart. Ah, that woman, that abandoned woman, whom her son had insisted on bringing to the house despite her commands and prayers, whom she had forgiven, by her silence, after Captain Beaudoin's death! After General Ducrot's repulse at Champigny, after the loss of Orleans, there was left but one dark, sullen hope: that the soil of France might avenge their defeat, exterminate and swallow up the victors. Let the snow fall thicker and thicker still, let the earth's crust crack and open under the biting frost, that in it the entire German nation might find a grave! One night when her son was from home, having been suddenly called away to Belgium on business, chancing to pass Gilberte's door she heard within a low murmur of voices and smothered laughter. What was she to do?","After the defeat of General Ducrot at Champigny, after the loss of Orléans, there remained only a dark hope, that the land of France would become the avenging land, the exterminating land, devouring the victors. May the snow fall in thicker flakes, may the ground split under the bites of frost, so that the whole of Germany may find her tomb there! And a new anguish gripped Madame Delaherche's heart. One night when her son was away, called to Belgium on business, she had heard, as she passed Gilberte's room, the faint sound of voices, stifled kisses, mingled with laughter. Startled, she had gone home, terrified by the abomination she suspected: it could only be the Prussian who was there, she thought she had already noticed the glances of intelligence, she remained crushed under this last shame. Ah! this woman whom her son had brought, in spite of herself, into the house, this woman of pleasure, whom she had already pardoned once, by not speaking, after the death of Captain Beaudoin! And it started again, and this time it was the worst infamy! What was she going to do?",1,0.0012448432,0
"lexical = 40, order = 40 K. did not even look round at him. He now had to get rid of the servant, whose gold button continually caught his eye even if it caught no-one else's. It was already well into the afternoon when K. arrived in front of the bank. They had clearly seen that the second door of the studio had been opened and had gone around to impose themselves on him from this side. As a servant, the servant of the court was going to sit on the coach-box. But K. chased him down from there. “Goodbye, and don't hesitate too long!” Once on the street he took the first cab he came across. “I can't come with you any further!” called out the painter with a laugh as the girls pressed in.","They had evidently seen the other door of the atelier being opened and had made a detour to force their way in from this side. “I can’t accompany you any farther,” said the painter, laughing beneath the press of girls. “Goodbye! And don’t take too long thinking about it!” K. didn’t even look back. On the street he took the first cab that came his way. He was anxious to be rid of the usher, whose gold button kept catching his eye, even though no one else probably noticed it. In his eagerness to serve, the usher even tried to take a seat on the coachbox, but K. chased him down. It was long past noon when K. arrived at the bank.",1,0.0013250223,0
"lexical = 40, order = 40 “What’s wrong with me? What sort of mental state have I fallen into again? It was like a dark, shameful reminder of my adolescence. <sent> Yes; horror is not the strongest in the things of the night and fear, but when you are staring at us from something everyday, a shop window, an unknown face, the branches of a tree on a bright day ... A more telling and mundane scene is really unimaginable, and yet the whole unspeakable horror of the world has hit my heart. There is obviously nothing special about these people other than that they are shy and extremely stupid Englishmen who have encountered the fact that this is Keats' grave and didn't know what to do with it, maybe because they didn't know who Keats was, maybe they knew but they had no idea what a well-educated Englishman should do over the tomb of Keats, and therefore they were ashamed of themselves before and before me. </sent>","These people were quite clearly nothing other than self-conscious, thoroughly stupid English, confronted by the fact that this was Keats’s grave and not knowing where to begin, perhaps because they had no idea who Keats was. Or perhaps they knew, but couldn’t think how to behave appropriately at the grave of Keats the famous Englishman, and because of this they were embarrassed in front of each other and of me. A more insignificant or banal scene you really couldn’t imagine, and yet I immediately thought of the most unspeakable horror in the world. Yes. Horror isn’t at its most intense in things of night and fear. It’s when you are staring in full sunlight at some mundane thing, a shop window, an unknown face, between the branches of a tree … ”",1,0.0013458604,0
"lexical = 20, order = 80 No one knows better than he how to throw the Punjab lasso, for he is the king of stranglers even as he is the prince of conjurors. When he had finished making the little sultana laugh, at the time of the “rosy hours of Mazenderan,” she herself used to ask him to amuse her by giving her a thrill. It was then that he introduced the sport of the Punjab lasso. He had lived in India and acquired an incredible skill in the art of strangulation. He would make them lock him into a courtyard to which they brought a warrior—usually, a man condemned to death—armed with a long pike and broadsword. Erik had only his lasso; and it was always just when the warrior thought that he was going to fell Erik with a tremendous blow that we heard the lasso whistle through the air. With a turn of the wrist, Erik tightened the noose round his adversary’s neck and, in this fashion, dragged him before the little sultana and her women, who sat looking from a window and applauding. The little sultana herself learned to wield the Punjab lasso and killed several of her women and even of the friends who visited her. But I prefer to drop this terrible subject of the rosy hours of Mazenderan. I have mentioned it only to explain why, on arriving with the Vicomte de Chagny in the cellars of the Opera, I was bound to protect my companion against the ever-threatening danger of death by strangling. My pistols could serve no purpose, for Erik was not likely to show himself; but Erik could always strangle us. <sent> I didn't have time to explain all this to the viscount and even I don't know if, having had that time, I would have used it to tell him that there was somewhere, in the shadows, a lace. </sent> I simply told M. de Chagny to keep his hand at the level of his eyes, with the arm bent, as though waiting for the command to fire. With his victim in this attitude, it is impossible even for the most expert strangler to throw the lasso with advantage. It catches you not only round the neck, but also round the arm or hand. This enables you easily to unloose the lasso, which then becomes harmless.","I had no time to explain all this to the viscount; besides, there was nothing to be gained by complicating the position.",1,0.001477943,0
"lexical = 20, order = 100 The general had a flourishing family. True, not all of them were roses, but there were also many things on which His Excellency's main hopes and goals had long since begun to seriously and cordially focus. And what, what goal in life is more important and holier than the goals of parents? What to attach to, if not to the family? The general's family consisted of his wife and three adult daughters. The general married a very long time ago, while still in the rank of lieutenant, to a girl of almost the same age as him, who did not possess either beauty or education, for whom he took only fifty souls - however, and served to the foundation of his further fortune. But the general never grumbled later on his early marriage, never treated it as a hobby of imprudent youth, and respected his wife so much and sometimes feared her so much that he even loved her. The general's wife was from the princely family of the Myshkins, although not a brilliant family, but very ancient, and for her origin she respected herself very much. One of the then influential persons, one of those patrons for whom patronage, however, costs nothing, agreed to take an interest in the marriage of the young princess. <sent> He opened the door to future prospects for the young officer and aided his path, although a wink and a nod would have sufficed just as well. </sent> With few exceptions, the couple lived through their long jubilee in harmony. Even in her very young years, the general's wife was able to find for herself, as a nee princess and the last of her kind, and perhaps in personal qualities, some very high patronesses. Subsequently, with the wealth and official significance of her husband, she even began to settle down somewhat in this higher circle.","He opened the gate to the young officer and pushed him into the course, and he didn’t even get a push, but only if one glance was necessary - he wouldn’t have been in vain!",1,0.001648483,0
"lexical = 40, order = 0 They were still arguing when Grandmother Jia sent a servant round to summon him to lunch. He went off to the front apartment, but returned almost immediately after bolting a single bowlful of rice. He found Aroma asleep on the kang and Musk sitting beside her playing Patience with some dominoes. He had long known that Musk was a close ally of Aroma’s, so ignoring them both, he marched past them into the inner room, raising the door-curtain for himself as he passed through. Musk followed him automatically, but he pushed her out: ‘No, no, I wouldn’t presume to trouble you!’ She laughed and went back to her Patience, having first ordered a couple of the younger maids to wait on him in her stead. In the inner room Bao-yu took up a book and reclined on the kang to read. For a considerable while he remained engrossed in his reading. When eventually he did look up, intending to ask someone for some tea, he saw two little maids waiting there in silence, one of whom – evidently the older by a year or two – was an attractive, intelligent-looking girl. He addressed himself to her: ‘Isn’t your name “Nella” something or other?’ ‘Citronella.’ ‘ Citronella? Who on earth gave you that name?’ ‘Aroma, sir. My real name is “Soldandla” , but Miss Aroma altered it to “Citronella” .’ ‘I don’t know why she didn’t call you “Citric Acid” and have done with it,’ said Bao-yu. ‘Citronella! – How many girls are there in your family, Citronella?’ <sent> Huixiang said, ""Four."" </sent> ‘I’m the youngest.’ ‘Right!’ said Bao-yu. ‘In future you will be called “Number Four”. We’re not going to have any more of these floral fragrances around here. It’s an insult to decent scents and flowers to give their names to you lot!’ Then he asked her to pour him some tea. Listening attentively in the outer room, ‘Flowers’ Aroma and her Musky ally – for whose ears this gibe was intended -were nearly bursting themselves in their efforts not to laugh.","‘Four,’ said Citronella. ‘ And which of the four are you?’",1,0.0016743994,0
"lexical = 60, order = 80 There is congelation in despair. In the midst of all this convulsive clamour of the bell mingled with the émeute, the clock of St. Paul’s struck eleven, gravely and without haste, for the tocsin is man; the hour is God. The lamplighter came as usual to light the lamp which hung exactly opposite the door of No. 7, and went away. The tocsin was heard, and vague stormy sounds were heard. There he was, seated upon the block by his door, immovable as a goblin of ice. Jean Valjean, to one who had examined him in that shadow, would not have seemed a living man. The passing of the hour had no effect upon Jean Valjean; Jean Valjean did not stir. However, almost at that very moment, there was a sharp explosion in the direction of the markets, a second followed, more violent still; it was probably that attack on the barricade of the Rue de la Chanvrerie which we have just seen repulsed by Marius.","The lamp-lighter came as usual to light the lantern which was situated precisely opposite the door of No. 7, and then went away. Jean Valjean would not have appeared like a living man to any one who had examined him in that shadow. He sat there on the post of his door, motionless as a form of ice. There is congealment in despair. The alarm bells and a vague and stormy uproar were audible. In the midst of all these convulsions of the bell mingled with the revolt, the clock of Saint-Paul struck eleven, gravely and without haste; for the tocsin is man; the hour is God. The passage of the hour produced no effect on Jean Valjean; Jean Valjean did not stir. Still, at about that moment, a brusque report burst forth in the direction of the Halles, a second yet more violent followed; it was probably that attack on the barricade in the Rue de la Chanvrerie which we have just seen repulsed by Marius.",1,0.001810211,0
"lexical = 60, order = 60 After the defeat of General Ducrot at Champigny, after the loss of Orléans, there remained only a dark hope, that the land of France would become the avenging land, the exterminating land, devouring the victors. December had buried the city in snow, the desperate news choking there in the bitter cold. While at meals Edmond, with his pretty face of a wounded Cherub, replied in monosyllables to Delaherche's uninterrupted chatter, blushing as soon as Gilberte begged him to pass the salt, while in the evening M. de Gartlauben, with swooning eyes, seated in the study, listening to a Mozart sonata that the young woman was playing for him at the back of the living room, the neighboring room where Colonel de Vineuil and Madame Delaherche lived remained silent, the shutters closed, the lamp eternally lit, as well as a tomb lit by a candle. May the snow fall in thicker flakes, may the ground split under the bites of frost, so that the whole of Germany may find her tomb there!","Whereas at meal times Edmond, with his pretty face like a wounded cherub, answered Delaherche’s ceaseless prattle in monosyllables and blushed if Gilberte asked him to pass the salt, and in the evenings Captain von Gartlauben sat in the study listening with swimming eyes to a Mozart sonata she was playing for him in the drawing-room, the adjoining room in which Colonel de Vineuil and Madame Delaherche lived was always silent, with closed shutters, lamp eternally burning as though it were a tomb lit by a candle. December had buried the town in snow, and the dreadful news took second place in the intense cold. After the defeat of General Ducrot at Champigny and the loss of Orleans there was only one grim hope left, that the land of France itself would become the avenging land, the exterminating land devouring its own conquerors. Let the snow fall in ever thicker flakes, let the earth split open under blocks of ice and all Germany find its grave therein!",1,0.0019877742,0
"lexical = 60, order = 60 I wiped my eyes, since of all José Dias' words, only one remained in my heart; it was that serious. I saw later that he only meant serious, but the use of the superlative makes the mouth long, and, for the sake of the period, José Dias made my sadness grow. If you find in this book any case of the same family, let me know, reader, so that I can amend it in the second edition; There is nothing uglier than giving very long legs to very brief ideas. I wiped my eyes, I repeat, and walked, anxious now to get home, and ask my mother's forgiveness for the bad thought I had. Finally, we arrived, entered, I climbed the six steps of the stairs, trembling, and after a while, leaning over the bed, I heard the tender words of my mother who squeezed my hands a lot, calling me her son. <sent> She seemed to be on fire, and her eyes burned in mine; her whole being seemed consumed by a volcano inside her. </sent> I knelt at the foot of the bed, but as it was tall, I stayed away from its caresses:","She was burning, her eyes were burning into mine, her whole body seemed to be consumed by an internal volcano.",1,0.0020829707,0
"lexical = 20, order = 80 And Joachim, how was he doing? Did he feel liberated, was his mind easier—or did his spirit suffer great privation when he saw one whole side of the table empty? And his uncharacteristic, rebellious impatience, including his threat to carry out a wild departure of his own if they kept on leading him around by the nose—did that have anything to do with Marusya’s being gone? <sent> Or was the fact that he wasn't traveling just yet, but listening to the Court Councilor's glorification of the melting snow, due to the fact that the big-breasted Marusja hadn't seriously left, but had only gone away a little, and in five small fractions of the time here would arrive again? </sent> Ah, it was probably all true at once, and in equal measure. Hans Castorp could well imagine that was the case, without ever speaking to Joachim. For he refrained from mentioning anything about the matter, just as Joachim avoided the name of someone else who had departed for a while.","Or was the fact that he did not leave, at least for now, and instead lent an ear to the director’s testimonials on the thaw, traceable to full-bosomed Marusya’s not having departed for good, to her certain return after only five of the smallest units of local time?",1,0.0021157034,0
