sentence1,sentence2,label,prob,margin
"lexical = 20, order = 100 <sent> ‘It’s a smoky topaz,’ Nikolay Parfenovich smiled, ‘would you like to take a look, I’ll remove it …’ </sent> “Would you like to have a look at it? Shall I take it off?”","— Well, so what?",0,0.513425,0.013424993
"lexical = 60, order = 40 On the other hand, through his daughter Azelma, whom he had sent to track down the couple who were married on the sixteenth of February, and through his own personal delvings, he had managed to find out a great many things, and he had succeeded in unearthing from the shadows more than one mysterious lead. He had through industrious effort discovered, or at least through a process of intuitive reasoning guessed, who the man was that he had encountered one particular day in the Great Sewer. <sent> To be paid for his silence? Who was Cosette? But on that side, he intended to be discreet. He had a glimpse of some bastardy, Fantine's story had always seemed suspicious to him; but why talk about it? He just didn't know himself. He knew that Madame la Baronne Pontmercy was Cosette. From the man he had easily arrived at the name. He had, or believed he had, to sell better than that. </sent> And to come to Baron Pontmercy and without any proof to deliver this revelation, ‘Your wife is a bastard’, would in all likelihood have succeeded only in bringing the husband’s boot to meet the revealer’s backside.","Pierre took his feet off the table, got up and lay down on the bed prepared for him, occasionally glancing at the newcomer, who, with a gloomy-tired look, without looking at Pierre, was heavily undressing with the help of a servant. Left in a shabby, covered sheepskin coat and felted boots on thin, bony legs, the traveler sat down on the sofa, leaning his very large and wide at the temples, short-cropped head against the back and looked at Bezukhy. The strict, intelligent and penetrating expression of this look struck Pierre. He wanted to speak to the traveler, but when he was about to turn to him with a question about the road, the traveler had already closed his eyes and folded his wrinkled old hands, on the finger of one of which was a large cast-iron ring with the image of Adam's head, sat motionless, or resting, or about something thoughtfully and calmly thinking, as it seemed to Pierre. The passerby's servant was all covered with wrinkles, also a yellow old man, without a mustache and beard, which apparently had not been shaved off, and had never grown with him.",0,0.48647207,0.01352793
"lexical = 60, order = 60 “Oh, certainly,” cried the father, as though he were the violinist. “On the contrary,” said the middle gentleman, “wouldn’t the young lady care to come in here with us and play where it is more spacious and comfortable?” The boarders had already finished their supper, the middle one had taken out a newspaper and distributed a sheet each to the two others, and they were now leaning back, reading and smoking. They must have been heard from the kitchen because the father called out: “Are the gentlemen disturbed by the violin playing? It can be stopped at once.” Soon the father entered with the music stand, the mother with the music, and the sister with the violin. When the violin began playing they all looked up, got to their feet, and tiptoed to the foyer door, where they huddled together. The boarders retreated to the room and waited.",", I felt, so I stepped in and really gave a few of them a good walloping. You know, Karamazov, it’s funny , the more I beat the daylights out of them, the more they like me!” Kolya couldn’t help bragging. “But I myself, I like kids. In fact, the reason I was late coming here was that I couldn’t leave two small children I was looking after at home . . . Well, so the brats stopped beating him and he became my protégé. He was very proud, but in the end he became devoted to me, obeyed me blindly, listened to me as if I were God Almighty Himself, and even tried to imitate me.",0,0.4861718,0.013828188
"lexical = 40, order = 60 “But I have to do something, I can’t just sit down and wait here until I’m covered beneath hexagonal symmetry. And then when Settembrini comes to check up on me with his little horn, he’ll find me squatting here with eyes turned to glass, a snowy cap cocked to one side.” Easier said than done,” he added with a choked gasp, but all the same went on speaking in a whisper as he forced himself into motion again.","Chichikov decorously passed through the doors sideways, so as to allow the host to enter with him; but this was in vain: the host could not enter, and besides he was no longer there. One could only hear his talk resounding all over the yard: “But where’s Big Foma? Why isn’t he here yet? Emelyan, you gawk, run and tell that dolt of a cook to gut the sturgeon quickly.",0,0.51391274,0.013912737
"lexical = 40, order = 100 Well, as it’s all over now and everything is gradually returning to its former state, then I’ll tell you this, mother: you are worried about what they will think of me, to which I hasten to announce to you, Varvara Alekseevna, that my ambition is dearer to me Total. As a result, and informing you about my misfortunes and all these disorders, I inform you that no one from the authorities still knows anything, and will not know, so they will all respect me as before. I'm afraid of one thing: I'm afraid of gossip. At home, the hostess screams, but now, when I paid her part of the debt with the help of your ten rubles, she only grumbles, but nothing more. As for the rest, they are nothing; they just do not need to ask for a loan, otherwise they will do nothing. And in conclusion of my explanations, I will tell you, mother, that I consider your respect for me above everything in the world, and thus I now console myself in my temporary disturbances. Thank God that the first blow and the first troubles have passed and you have accepted it in such a way that you do not consider me a treacherous friend and selfish person for keeping you at my place and deceiving you, unable to part with you and loving you as mine. angel. <sent> Carefully now he set to work and began to correct his position well. Evstafy Ivanovich at least said a word when I passed by them yesterday. I will not hide from you, mother, that my debts and the poor state of my wardrobe are killing me, but this is nothing again, and I also beg you about this - do not despair, mother. Send me another fifty dollars, Varenka, and this fifty dollars has pierced my heart. So that's how it is now, so that's how it is! that is, it's not me, the old fool, I'm helping you, angel, but you, my poor little orphan, to me! Fedor did well that she got the money. For the time being, my mother, I have no hopes of receiving, and if any hopes are slightly revived, I will write to you about everything in detail. But gossip, gossip bothers me the most. Farewell, my angel. </sent> I kiss your hand and beg you to get well. I am not writing in detail because I am in a hurry to take up my post, because by diligence and diligence I want to make amends for all my faults in the omission in the service; I put off further narration about all the incidents and about the adventure with the officers until the evening.",I know how to save you.,0,0.4860844,0.013915598
"lexical = 40, order = 20 “ ‘Heaven and earth, I thank you! I am happy! ... You have given me everything, everything, for which my turbulent soul has striven from my boyhood’s years.","Oh, let me dry that tear with kisses",0,0.4860473,0.013952702
"lexical = 40, order = 100 But in the second half of the speech, it was as if he suddenly changed his tone and even his reception, and at once rose to the level of pathetic, and the audience seemed to be waiting for it and all trembled with delight. He straightforwardly approached the matter and began with the fact that although his career was in St. Petersburg, it was not the first time he visited the cities of Russia to defend the defendants, but those in whose innocence he was either convinced or had a presentiment of it in advance.","- Worms ! “ Yes, sir, and on which I hope you will be good enough to tell me your opinion. – Do you like the truth? -",0,0.4851312,0.014868796
"lexical = 20, order = 20 All your letters were left in Fedora's chest of drawers, in the top drawer. You write that you are ill, but Mr. Bykov won't let me go anywhere today. I will write to you, my friend, I promise, but only God knows what might happen. And so, let us say goodbye now forever, my friend, my dear, my dear, forever! .. Oh, how I would embrace you now!","Please don’t give in to despair! There is enough trouble already as it is. I am sending you thirty copecks in silver; more than that I cannot manage. Buy yourself the things you need most, so that at least you can survive until tomorrow. We ourselves have practically nothing left, and I do not know what will happen tomorrow. It is so sad, Makar Alekseyevich! But don’t you be sad; if you haven’t succeeded, there is nothing to be done about it.",0,0.51506627,0.015066266
"lexical = 40, order = 40 He began watching Fyodor Pavlovitch, who was wearing his new striped-silk dressing-gown, which Mitya had never seen, and a silk cord with tassels round the waist. It was not a large room, and was divided in two parts by a red screen, ""Chinese,"" as Fyodor Pavlovitch used to call it. The word ""Chinese"" flashed into Mitya's mind, ""and behind the screen, is Grushenka,"" thought Mitya.","Then I accompanied you to the door, during which you were still in the same state of embarrassment, after which I was left alone with Mr. Lebeziatnikov and talked to him for ten minutes; then Mr. Lebeziatnikov went out and I returned to the table with the money lying on it, intending to count it and to put it aside, as I proposed doing before. To my surprise one hundred-ruble note had disappeared. Please consider my position. Mr. Lebeziatnikov I cannot suspect. I am ashamed even to refer to any such suspicion. I cannot have made a mistake in my calculations, because the minute before you came in I had finished my accounts and found the total to be correct. You will admit that when I recalled your embarrassment, your eagerness to leave and the fact that you kept your hands for some time on the table, and taking into consideration your social position and the habits associated with it, I was, so to say, horrified and compelled to entertain a suspicion entirely against my will—a cruel, but justifiable suspicion! I will go further and repeat that despite my positive conviction, I realize that I run a certain risk in making this accusation, but as you see, I could not let it pass. I have taken action and I will tell you why: solely, madam, solely because of your blackest ingratitude! How is this?",0,0.48417833,0.015821666
"lexical = 40, order = 40 She seized the dagger with her hands, cutting them, but she could not stop me. I remember that a second, only a second, before the deed was accomplished, I had the terrible realization that I was killing a woman—a defenseless woman—my wife. “Afterward, in the prison, while a moral revolution was working itself out in me, I thought much about that moment—what I might have done—and I thought it all over. I felt, I remember, the momentary resistance of her corset and of something else, and then the sinking of the blade into the soft parts of her body.",How could I think of looking for it though! It had been several weeks since it was in my possession. What happened to me though?,0,0.48387086,0.016129136
"lexical = 40, order = 60 That evening, the confusion had never been more complete, but Raoul had never been less shy. With a solid shoulder he brushed aside everything that stood in his way, paying no attention to what was being said around him, not trying to understand the bewildered remarks of the stagehands. He was only preoccupied with the desire to see the one whose magical voice had ripped his heart out. Yes, he felt that his poor new heart no longer belonged to him. <sent> Was it a sensation or was it a feeling? In her presence he had felt sweet emotions which he had thought about and tried to chase away, for his self-respect and his religious upbringing had made him swear to love no woman except the one who would become his wife, and naturally there was no question that he should ever think of marrying a singer. But then those sweet emotions had been followed by a terrible sensation. He had tried, truly he had, to keep up his defences from the first moment Christine, whom he had known since she was a little girl, had come back into his life. It was half physical, half emotion. </sent> His chest ached, as if someone had cut it open to take out his heart. He felt a terrible hollow there, a real emptiness that could never be filled except by the heart of the other! These are events of a particular psychology which, it seems, can only be understood by those who have been struck by love with that strange blow called, in common parlance, ""love at first sight.""","The Consul was busy with his cigar and the ""advertisements. "" The Consul had lowered her silk embroidery and smiled at little Klara, who was looking for violets with Ida Jungmann on the lawn, because there were sometimes violets there. Tony had his head in both hands and was reading Hoffmann's Serapionsbrüder while Tom very carefully tickled her neck with a blade of grass, which she didn't notice out of cleverness. And Klothilde, who sat there thin and elderly in her flowered calico dress, read a story entitled: ""Blind, deaf, dumb and yet blissful""; now and then she scraped up the remains of biscuits on the tablecloth, whereupon she grasped the heap with all five fingers and carefully ate it.",0,0.48380393,0.016196072
"lexical = 20, order = 60 Talking about intimacies, or better yet, imposing them, because he doesn't want to experience them at all. Everything would now be prepared to make a good impression, but he spoils it again with his laughter and frightens people.' But since it was not available from our administration, which is a bit strange in this respect, we made a collection - parties also contributed - and we bought him this beautiful dress and others. Look how he's sitting there, obviously busy with his own business.'","When you are acquitted in this sense, it means the charge against you is dropped for the moment but continues to hover over you, and can be reinstated the moment an order comes from above. Because I have such a close relationship with the court, I can also explain how the distinction between actual and apparent acquittal reveals itself in purely formal terms in court regulations. In an actual acquittal, the files relating to the case are completely discarded, they disappear totally from the proceedings, not only the charge, but the trial and even the acquittal are destroyed, everything is destroyed. An apparent acquittal is handled differently.",0,0.48374617,0.016253829
"lexical = 60, order = 20 “That barbarian, who writes a tedious commentary, in ten books of rambling verse, on the first chapter of Genesis! That slovenly imitator of the Greeks, who disfigures creation by making the Messiah take a pair of compasses from Heaven’s cupboard in order to plan the world while Moses represents the Deity as creating the world with a word! You expect me to admire a writer who has spoiled Tasso’s hell and devil; who transforms Lucifer, sometimes into a toad, and at other times into a pigmy; who makes him say the same thing a hundred times over; who makes him argue theology : and who, by an absurdly serious imitation of Ariosto’s comic invention of fire-arms, has the devils firing cannon in heaven!","Only all this is somehow wrong, the point is not precisely that he is a prominent man, but now I am somehow not myself.",0,0.4836537,0.016346306
"lexical = 20, order = 20 They began angrily: “How are you, sir! What are you watching? the right paper, you need to hurry, and you spoil it. And how can you do it, ”here His Excellency turned to Evstafy Ivanovich. I only hear the sounds of words reach me: “ Negligence! indiscretion! Get into trouble!"" I opened my mouth for something. I wanted to ask for forgiveness, but I couldn’t, to run away - I didn’t dare to encroach, and then ... here, mother, it happened that even now I can hardly hold my pen from shame. My button - well, to hell with it - the button that was hanging on my thread - suddenly fell off, bounced off, jumped (I apparently hit it by accident), rang, rolled and straight, so straight, cursed, at the feet of His Excellency and this is in the middle of total silence! That was all my excuse, all my excuse, all my answer, all I was going to say to His Excellency! The consequences were terrible! His Excellency immediately drew attention to my figure and my costume. I remembered what I saw in the mirror: I rushed to catch the button! Found a fool on me! I bent down, I want to take a button, - it rolls, spins , I can’t catch it, in a word, and in terms of dexterity, I distinguished myself. Here I feel that even the last strength leaves me, that everything, everything is lost! <sent> All reputation is lost, the whole person is gone! And then in both ears, for no reason at all, Teresa and Faldoni, and went to call back. Finally he caught the button, got up, stretched out, yes, if he was a fool, he would have stood still to himself, his hands at his sides! But no: he began to fit the button to the torn threads, as if that's why it would stick; Yes, I'm still smiling, and I'm still smiling. His Excellency turned away at first, then looked at me again - I hear them say to Evstafy Ivanovich: “How is it? .. look at what form he is! .. how he is! .. what he is! </sent> here, how is he? What is he? distinguished himself! I hear Evstafiy Ivanovich say: “Not noticed, not noticed in anything, exemplary behavior, salary enough, according to salary ...” “Well, make it easier somehow,” says His Excellency. - Give him ahead ... ""- "" Yes, he took it, they say, he took it, he took it in advance for so much time. The circumstances, it’s true, are such, but good behavior has never been noticed, never noticed. ” I, my angel, was on fire, I was on fire in hell! I was dying! “Well,” His Excellency says loudly, “rewrite it again as soon as possible; Devushkin, come here, rewrite again without error; Yes, listen ... ” Here His Excellency turned to the others, distributed various orders, and everyone dispersed. As soon as they parted, His Excellency hurriedly takes out the scribe [11] and from it a hundred-ruble note. “Here,” they say, “whatever I can, consider it how you want ...” - and he put it in my hand. I, my angel, shuddered, my whole soul shook; I don't know what happened to me; I was about to grab their pen. And he blushed all over, my dear, yes - here I don’t deviate a hair’s breadth from the truth, my dear : he took my unworthy hand, and shook it, he took it and shook it, as if on a par with his own, as if the same , like himself, to the general. “Go, he says, as much as I can ... Don’t make mistakes, and now it’s a sin in half.”","- This is a misunderstanding! - I cried, - this is some one minute ... I ... I am now to you, prince!",0,0.5165667,0.016566694
"lexical = 40, order = 60 In any case civilisation has made mankind if not more bloodthirsty, at least more vilely, more loathsomely bloodthirsty. They say that Cleopatra (excuse an instance from Roman history) was fond of sticking gold pins into her slave-girls’ breasts and derived gratification from their screams and writhings. In old days he saw justice in bloodshed and with his conscience at peace exterminated those he thought proper. Now we do think bloodshed abominable and yet we engage in this abomination, and with more energy than ever. Which is worse? Decide that for yourselves.","You’re making such a fuss, and really behaving like ignoramuses. When he was eighty-five Monsieur le Duc d’Angoulême, the bastard son of His Majesty Charles IX, married a silly goose aged fifteen. Monsieur Virginal, Marquis d’Alluye, brother of Cardinal de Sourdis, archbishop of Bordeaux, at the age of eighty-three had a son by one of Madame la Présidente Jacquin’s chambermaids, a real love-child who became a Knight of Malta and a counsellor of state representing the old aristocracy. One of the great men of this century, Abbé Tabaraud, is the son of a man of eighty-seven.",0,0.5165905,0.016590476
"lexical = 20, order = 100 He quickly left, covering his face with his hands. Of the sincerity of his agitation the prince could have no doubt. He also understood that the old man had left intoxicated by his own success; but he still had a foreboding that he was one of that category of liars who, though they lie to the point of sensuality and even self-forgetfulness, at the very highest point of their intoxication none the less have a private suspicion that they are not believed, and cannot be believed. <sent> On this occasion, when he recovered from his exaltation, he would probably suspect Muishkin of pitying him, and feel insulted. "" </sent> Was it not bad of me to lead him to such a pitch of inspiration?’ the prince worried, and suddenly could not restrain himself, but burst into the most hilarious laughter, that lasted for some ten minutes. He began to reproach himself for this laughter; but instantly realized that there was nothing to reproach himself for, as he felt infinitely sorry for the general.","He knocked and knocked and eventually was let in, causing great embarrassment at first. But Arkady Ivanovich could behave with delightful manners when he chose, so that he quickly dispelled the sensible parents’ initial supposition—quite a perceptive one too—that he’d managed to drink himself so silly that he had no idea what he was doing. The bride’s kind-hearted and sensible mother wheeled out her enfeebled husband in his armchair to greet Arkady Ivanovich, and then, as was her way, started making conversation about all kinds of irrelevant topics. (This woman would never ask a question directly, but always started by smiling and rubbing her hands, and then, supposing she needed a firm and definite answer—for instance about the date which Arkady Ivanovich would like for the wedding—she would launch into curious and eager questions about Paris and court life there, before eventually going on to mention the Third Line and Vasilievsky Island.) On another occasion, all of this would of course have inspired great respect, but this time Arkady Ivanovich turned out to be somehow particularly impatient, and abruptly demanded to see his fiancée, although he had been told as soon as he arrived that she’d already gone to bed. Needless to say, the bride made her appearance. Arkady Ivanovich told her straight out that he had to leave Petersburg for a while on some very important business, and had therefore brought her various banknotes to the value of fifteen thousand silver roubles, which he requested her to accept from him as a gift, since he had long intended to give her this trifling present before their wedding. Of course these explanations failed to demonstrate any particular logical connection between the gift and his imminent departure, nor any absolute need for him to turn up in the pouring rain in the middle of the night in order to give it; nevertheless, everything passed off very smoothly. Even the unavoidable oohs and aahs, questions and expressions of amazement, somehow turned out unusually modest and restrained; but there were the most ardent expressions of gratitude, supported by actual tears from the very sensible mother.",0,0.5167032,0.016703188
"lexical = 40, order = 80 On hearing this, Katerina Ivanovna rose in silence from where she was sitting, walked over to her writing table, unlocked a casket that stood upon it, took out a sheet of paper and placed it before Ivan. This sheet of paper was the very same document of which Ivan Fyodorovich later informed Alyosha as being the ‘mathematical proof’ that brother Dmitry had killed their father. It was a letter Mitya had written to Katerina Ivanovna while drunk, on the very same evening he had met Alyosha out on the open road as the latter was on his way back to the monastery after the scene at Katerina Ivanovna’s house, when Grushenka insulted her. That day, on parting from Alyosha, Mitya had gone rushing off to Grushenka’s; it is not known whether he actually saw her, but by nightfall he was in the Capital City inn, where he got well and properly drunk. In his intoxicated state he demanded pen and paper and scrawled a document that was to have important consequences for him. It was a frenzied, verbose and incoherent letter, truly ‘drunken’. Its effect was similar to when a drunk man, returning home, starts with extraordinary fervour to tell his wife or some other member of his household the manner in which he had just been insulted, what a scoundrel his insulter is and, on the contrary, what a fine fellow he himself is and the come-uppance he will deliver to that scoundrel – and all of it at excessive length, incoherent and excited, with a banging of fists on the table and with drunken tears. <sent> , I’ll get money tomorrow and pay you back the three thousand The piece of paper they gave him in the inn was a sheet of cheap notepaper, none too clean, on the back of which somebody had calculated what was probably his bill. and then it will be farewell, you woman of great wrath, but at the same time it will be farewell, my love! The letter ran as follows: Obviously the small sheet was not large enough for Mitya’s drunken prolixity, so he not only filled in all the margins but also scribbled the last lines across the top of what he had already written. Tomorrow, I’ll try to raise the money from everyone I can think of, but if I can’t get it from them, I give you my word I’ll go to see my father, smash his head in, and take the money from under his pillow, provided only that Ivan has left by then. FATEFUL KATYA </sent> I will go into penal servitude, but I will return the three thousand. And to yourself farewell. I bow down to the earth, for before you I am a scoundrel. Forgive me. No, you had better not forgive me: it will be easier both for me and for you! Better to penal servitude than your love, for I love another, and today you have come to know her all too well, so how can you forgive? I shall kill the man who is my thief! I shall go away from you all, to the East, so that I may know no one. Her neither, for you alone are not my tormentress, but she is, also. Farewell!","Darya Alekseevna picked up triumphantly. “Look, I dumped the money on the table, man!” The prince is getting married, and you have come to act outrageously!",0,0.4828173,0.017182708
"lexical = 0, order = 100 “But enough,” she continued.",The maid stared at Raoul with an expression of total bewilderment.,0,0.5171857,0.017185688
"lexical = 100, order = 100 ""It's not only the accumulation of facts that threatens my client with ruin, gentlemen of the jury,"" he began, ""what is really damning for my client is one fact--the dead body of his father. Had it been an ordinary case of murder you would have rejected the charge in view of the triviality, the incompleteness, and the fantastic character of the evidence, if you examine each part of it separately; or, at least, you would have hesitated to ruin a man's life simply from the prejudice against him which he has, alas! only too well deserved. But it's not an ordinary case of murder, it's a case of parricide. That impresses men's minds, and to such a degree that the very triviality and incompleteness of the evidence becomes less trivial and less incomplete even to an unprejudiced mind. How can such a prisoner be acquitted? What if he committed the murder and gets off unpunished? That is what every one, almost involuntarily, instinctively, feels at heart. "" Yes, it's a fearful thing to shed a father's blood--the father who has begotten me, loved me, not spared his life for me, grieved over my illnesses from childhood up, troubled all his life for my happiness, and has lived in my joys, in my successes. To murder such a father--that's inconceivable. Gentlemen of the jury, what is a father--a real father? What is the meaning of that great word? What is the great idea in that name? We have just indicated in part what a true father is and what he ought to be. In the case in which we are now so deeply occupied and over which our hearts are aching--in the present case, the father, Fyodor Pavlovitch Karamazov, did not correspond to that conception of a father to which we have just referred. That's the misfortune. And indeed some fathers are a misfortune. Let us examine this misfortune rather more closely: we must shrink from nothing, gentlemen of the jury, considering the importance of the decision you have to make. It's our particular duty not to shrink from any idea, like children or frightened women, as the talented prosecutor happily expresses it. "" But in the course of his heated speech my esteemed opponent (and he was my opponent before I opened my lips) exclaimed several times, 'Oh, I will not yield the defense of the prisoner to the lawyer who has come down from Petersburg. I accuse, but I defend also!' He exclaimed that several times, but forgot to mention that if this terrible prisoner was for twenty-three years so grateful for a mere pound of nuts given him by the only man who had been kind to him, as a child in his father's house, might not such a man well have remembered for twenty-three years how he ran in his father's back-yard, 'without boots on his feet and with his little trousers hanging by one button'--to use the expression of the kind-hearted doctor, Herzenstube? "" Oh, gentlemen of the jury, why need we look more closely at this misfortune , why repeat what we all know already? What did my client meet with when he arrived here, at his father's house, and why depict my client as a heartless egoist and monster? He is uncontrolled, he is wild and unruly--we are trying him now for that--but who is responsible for his life? Who is responsible for his having received such an unseemly bringing up, in spite of his excellent disposition and his grateful and sensitive heart? Did any one train him to be reasonable? Was he enlightened by study? Did any one love him ever so little in his childhood? My client was left to the care of Providence like a beast of the field. He thirsted perhaps to see his father after long years of separation. A thousand times perhaps he may, recalling his childhood, have driven away the loathsome phantoms that haunted his childish dreams and with all his heart he may have longed to embrace and to forgive his father! And what awaited him? He was met by cynical taunts, suspicions and wrangling about money. He heard nothing but revolting talk and vicious precepts uttered daily over the brandy, and at last he saw his father seducing his mistress from him with his own money. Oh, gentlemen of the jury, that was cruel and revolting! And that old man was always complaining of the disrespect and cruelty of his son. He slandered him in society, injured him, calumniated him, bought up his unpaid debts to get him thrown into prison. ""Gentlemen of the jury, people like my client, who are fierce, unruly, and uncontrolled on the surface, are sometimes, most frequently indeed, exceedingly tender-hearted, only they don't express it. Don't laugh, don't laugh at my idea! The talented prosecutor laughed mercilessly just now at my client for loving Schiller--loving the sublime and beautiful! I should not have laughed at that in his place. Yes, such natures--oh, let me speak in defense of such natures, so often and so cruelly misunderstood--these natures often thirst for tenderness, goodness, and justice, as it were, in contrast to themselves, their unruliness, their ferocity--they thirst for it unconsciously. Passionate and fierce on the surface, they are painfully capable of loving woman, for instance, and with a spiritual and elevated love. Again do not laugh at me, this is very often the case in such natures. But they cannot hide their passions--sometimes very coarse--and that is conspicuous and is noticed, but the inner man is unseen. Their passions are quickly exhausted; but, by the side of a noble and lofty creature that seemingly coarse and rough man seeks a new life, seeks to correct himself, to be better, to become noble and honorable, 'sublime and beautiful,' however much the expression has been ridiculed. ""I said just now that I would not venture to touch upon my client's engagement. But I may say half a word. What we heard just now was not evidence, but only the scream of a frenzied and revengeful woman, and it was not for her--oh, not for her!--to reproach him with treachery, for she has betrayed him! If she had had but a little time for reflection she would not have given such evidence. <sent> Oh, do not believe her, no, my client, as she called him, did not ""monster""! </sent> The Lover of Mankind on the eve of His Crucifixion said: 'I am the Good Shepherd. The good shepherd lays down his life for his sheep, so that not one of them might be lost.' Let not a man's soul be lost through us! "" I asked just now what does 'father' mean, and exclaimed that it was a great word, a precious name. But one must use words honestly, gentlemen, and I venture to call things by their right names: such a father as old Karamazov cannot be called a father and does not deserve to be. Filial love for an unworthy father is an absurdity, an impossibility. Love cannot be created from nothing: only God can create something from nothing. "" 'Fathers, provoke not your children to wrath,' the apostle writes, from a heart glowing with love. It's not for the sake of my client that I quote these sacred words, I mention them for all fathers. Who has authorized me to preach to fathers? No one. But as a man and a citizen I make my appeal--_vivos voco! _ We are not long on earth, we do many evil deeds and say many evil words. So let us all catch a favorable moment when we are all together to say a good word to each other. That's what I am doing: while I am in this place I take advantage of my opportunity. Not for nothing is this tribune given us by the highest authority--all Russia hears us! I am not speaking only for the fathers here present , I cry aloud to all fathers: 'Fathers, provoke not your children to wrath.' Yes, let us first fulfill Christ's injunction ourselves and only then venture to expect it of our children. Otherwise we are not fathers, but enemies of our children, and they are not our children, but our enemies, and we have made them our enemies ourselves. ' What measure ye mete it shall be measured unto you again'--it's not I who say that, it's the Gospel precept, measure to others according as they measure to you. How can we blame children if they measure us according to our measure? "" Not long ago a servant girl in Finland was suspected of having secretly given birth to a child. She was watched, and a box of which no one knew anything was found in the corner of the loft, behind some bricks. It was opened and inside was found the body of a new-born child which she had killed. In the same box were found the skeletons of two other babies which, according to her own confession, she had killed at the moment of their birth. "" Gentlemen of the jury, was she a mother to her children? She gave birth to them, indeed; but was she a mother to them? Would any one venture to give her the sacred name of mother? Let us be bold, gentlemen, let us be audacious even: it's our duty to be so at this moment and not to be afraid of certain words and ideas like the Moscow women in Ostrovsky's play, who are scared at the sound of certain words. No, let us prove that the progress of the last few years has touched even us, and let us say plainly, the father is not merely he who begets the child, but he who begets it and does his duty by it. "" Oh, of course, there is the other meaning, there is the other interpretation of the word 'father,' which insists that any father, even though he be a monster, even though he be the enemy of his children, still remains my father simply because he begot me. But this is, so to say, the mystical meaning which I cannot comprehend with my intellect, but can only accept by faith, or, better to say, _on faith_, like many other things which I do not understand, but which religion bids me believe. But in that case let it be kept outside the sphere of actual life. In the sphere of actual life, which has, indeed, its own rights, but also lays upon us great duties and obligations, in that sphere, if we want to be humane--Christian, in fact--we must, or ought to, act only upon convictions justified by reason and experience, which have been passed through the crucible of analysis; in a word, we must act rationally, and not as though in dream and delirium, that we may not do harm, that we may not ill-treat and ruin a man. Then it will be real Christian work, not only mystic, but rational and philanthropic....""","I do not know how the news reached him: some one who had known him at home had seen his sister. She was in Paris, living in a poor street near Saint Sulpice, the Rue du Geindre. She had with her but one child, the youngest, a little boy. Where were the other six? She did not know herself, perhaps. Every morning she went to a bindery, No. 3 Rue du Sabot, where she was employed as a folder and book-stitcher. She had to be there by six in the morning, long before the dawn in the winter. In the same building with the bindery, there was a school, where she sent her little boy, seven years old. As the school did not open until seven, and she must be at her work at six, her boy had to wait in the yard an hour, until the school opened—an hour of cold and darkness in the winter.",0,0.48263183,0.017368168
"lexical = 40, order = 100 I wake up. Mild bluish light. The glass walls, the glass armchairs, the table were all glistening. This was reassuring. My heart stopped hammering. Juice? Buddha? What kind of nonsense... ? It was clear: I was sick. I never used to dream. They say in the old days it was the most normal thing in the world to have dreams. Which makes sense: Their whole life was some kind of horrible merry-go-round of green, orange, Buddha, juice. But today we know that dreams point to a serious mental illness. And I know that up to now my brain has checked out chronometrically perfect, a mechanism without a speck of dust to dull its shine ... and now what? Now ... what I feel there in my brain is just like... some kind of foreign body... like having a very thin little eyelash in your eye. You feel generally okay, but that eye with the lash in it <sent> —you can't forget it for a second. </sent>","Wasn’t I a hell of a fellow though, eh? Five kroner!",0,0.5176799,0.01767993
"lexical = 20, order = 100 The baron knew no end of embracing Candide; he called him his brother, his deliverer. “Perhaps,” said he, “my dear Candide, we shall be fortunate enough to enter the town sword in hand, and recover my sister Cunégonde.” “Ah! that is all I desire,” replied Candide, “for I intended to marry her; and I hope I shall still be able to.” “Insolent fellow!” replied the baron. “You! you have the impudence to marry my sister, who bears seventy-two quarterings! Really I think you are very presumptuous to dare so much as to mention such an audacious design to me.” Candide, thunderstruck at the oddness of this speech, answered: “Reverend father, all the quarterings in the world are of no significance. I have rescued your sister from a Jew and an Inquisitor; she is under many obligations to me, and she wants to marry me. <sent> My master Pangloss always told me that all people are by nature equal. Therefore, I will certainly marry your sister.” </sent> “We will see about that, villain!” said the Jesuit baron of Thunder-ten-tronckh, and struck him across the face with the flat side of his sword. Candide in an instant drew his rapier, and plunged it up to the hilt in the Jesuit’s body; but in pulling it out, reeking hot, he burst into tears. “Good God,” cried he, “I have killed my old master, my friend, my brother-in-law. I am the best man in the world, and yet I have already killed three men; and of these three two were priests.”",The quiet course the whole affair had taken was not at all accelerated by the engagement.,0,0.48219424,0.017805755
"lexical = 40, order = 60 Why on earth? I was giving him up to that young lady! But why? Has the proud young lady gone? Ha-ha-ha!’ Insane! ... I’m insane! she laughed hysterically. ‘ Ha-ha-ha!","There's nothing for us to fight for! I ask him for forgiveness, sweat and all. And if you fight, then fight! Let him shoot; I even want. Haha! Now I know how to load a gun! Do you know that I was just being taught how to load a pistol? Do you know how to load a pistol, Keller? We must first buy gunpowder, pistol gunpowder, not wet and not so large, which is fired from cannons; and then first put the gunpowder, get the felt from somewhere out of the door, and then roll in the bullet, and not the bullet before the gunpowder, because it won’t shoot.",0,0.48187584,0.018124163
