sentence1,sentence2,label,p,pred
"lexical = 40, order = 100 Later in the day, after lunch, after dinner, he had audiences listening to what he was doing, a changing audience—if you didn't want to look at him as such, but as a source of pleasure. Personally, he leaned towards this view, and the house society granted it to him in the sense that they tacitly approved of his resolute self-appointment as administrator and custodian of the public institution from the very beginning. It didn't cost these people anything; for regardless of their superficial delight when that tenoral idol wallowed in luster and splendor, the world-blessing voice emanated in cantilenas and the high arts of passion - in spite of this loudly professed delight they were without love and therefore completely in agreement with anyone who wanted to to let go of the worry. <sent> It was Hans Castorp who kept the records in order, wrote the contents of each album on the inside of the cover, so that each piece might be found at once when it was wanted, and “ran” the instrument. </sent> What would the others have done? They would have desecrated the records by working them with worn needles, would have left them lying around openly on chairs, would have made dull jokes with the apparatus by running a noble piece with a tempo and pitch of one hundred and ten, or set the pointer to zero, like that that it resulted in a hysterical tirili, or a stifled moan... They had done all that before. They were sick but raw. And that's why Hans Castorp soon carried the key to the cupboard in which the albums and needles were kept in his pocket, so that you had to call him when you wanted to have it played.","It was Hans Castorp who kept the disc treasury in order, wrote the contents of the albums on the inside of the cover so that any piece was immediately at hand on request and when called, and who handled the instrument: you could see him with soon practiced players , do tight and delicate movements.",1,0.567637,1
"lexical = 60, order = 40 Aglaya was quite alone, and dressed, apparently hastily, in a light mantle. He could remember that Vera brought him some dinner, and that he took it; but whether he slept after dinner, or no, he could not recollect. Her face was pale, as it had been in the morning, and her eyes were ablaze with bright but subdued fire. He had never seen that expression in her eyes before. He remembered, some days afterwards, how during all those fevered hours he had seen but HER eyes, HER look, had heard HER voice, strange words of hers; he remembered that this was so, although he could not recollect the details of his thoughts. He was not so much afraid of this meeting, nor of its strangeness, nor of any reasons there might be for it, unknown to himself; he was afraid of the woman herself, Nastasia Philipovna. She gazed attentively at him. He only knew that he began to distinguish things clearly from the moment when Aglaya suddenly appeared, and he jumped up from the sofa and went to meet her. It was just a quarter past seven then. This question he did not once ask himself today; his heart was quite pure. He knew whom he loved.","He never once asked himself that question today; here his heart was pure: he knew whom he loved ... He was not so much afraid of their meeting, not of the strangeness, not of the reason for this meeting, unknown to him, not of its resolution by any means - he was afraid of Nastasya Filippovna herself. He remembered only later, a few days later, that in those hectic hours almost all the time her eyes, her look, her words were heard to him - some strange words, although a little later remained in his memory after these feverish and dreary hours. . He hardly remembered, for example, how Vera brought him dinner and he dined, did he not remember whether he slept after dinner or not? He only knew that he had begun to distinguish everything quite clearly that evening only from the moment when Aglaya suddenly came to him on the terrace and he jumped up from the sofa and went out to the middle of the room to meet her: it was a quarter past seven. Aglaya was alone, dressed simply and, as it were, hastily, in a light burnous coat. Her face was as pale as before, and her eyes sparkled with a bright, dry gleam; he had never seen such an expression in her eyes. She looked him over carefully.",1,0.5678168,1
"lexical = 40, order = 60 “No, I see you don’t believe it, sir, all you think is that I’m telling you innocent jokes,” Porfiry picked up, becoming more and more cheerful and incessantly giggling with pleasure and again starting to circle the room, “it, of course, you right, sir; my figure is already so arranged by God himself that only comical thoughts excite others; buffon, sir; [56] but I’ll tell you this and repeat again, sir, that you, father, Rodion Romanovich, excuse me, old man, you are still a young man, from, so to speak, the first youth, and therefore the mind is above all appreciate the human, following the example of all youth. Playful sharpness of mind and abstract arguments of reason seduce you, sir. And this is exactly like the former Austrian gofkriegsrat,[57] for example, as far as I can judge the military events: on paper, they defeated Napoleon and took him to the full, and how it was there, in their office , everyone calculated and summed up in the most ingenious way, and you look, General Mack surrenders with his entire army, hehehehe! I see, I see, father Rodion Romanovich, you are laughing at me that I, such a stately person, select all examples from military history. <sent> I should have joined the army, I really should. Well, what can I do—it’s a weakness of mine Do listen to an old man, I’m talking seriously, Rodion Romanovich’ (at this point the barely thirty-five-year-old Porfiry Petrovich really did seem to age suddenly; even his voice changed, and he became all hunched up), ‘and besides, I’m a candid person… Perhaps I might never have become a Napoleon—but I would have got to major, heh-heh-heh! Well then, my dear fellow, now I’m going to tell you the whole truth, in every detail, about that particular special case: actual fact and the human temperament, my dear sir, are very important things, and just see how they sometimes undermine the most penetrating calculations! , I’m fond of military science, and I really love reading about all those military campaigns… truly, I’ve missed my vocation. </sent> Am I an outspoken person or not? What do you think? It already seems that it’s quite: I tell you such things for free, and I don’t even demand a reward for it, hehe! Well, so, sir, I continue, sir: wit, in my opinion, is a magnificent thing, sir; it is, so to speak, the beauty of nature and the consolation of life, and what kind of tricks it seems it can set, so where, it seems, sometimes some poor investigator can guess, who, moreover, is carried away by his own imagination, as always , therefore, too, after all, man-c! Yes, the nature of a poor investigator helps out, sir, that's the trouble! And young people who are carried away by wit, ""walking through all obstacles"" (as you deigned to express it in the most witty and cunning way) will not even think about this. He, let's say, will lie, that is, a person, sir, a particular case, sir ... incognito, sir, and lie perfectly, in the most cunning manner; here, it seems, would be a triumph, and enjoy the fruits of your wit, and he clap! Yes, in the most interesting, in the most scandalous place, and he will faint. Let's say it's a sickness, stuffiness also sometimes happens in rooms, but all the same, sir! Still got the idea! He lied incomparably, but he did not manage to calculate on nature. There it is, deceit somewhere! Another time, carried away by the playfulness of his wit, he will begin to fool a person who suspects him; he will turn pale as if on purpose, as if in a game, but he will turn pale too naturally, it looks too much like the truth, but again he gave an idea! Although he will inflate from the first time, but during the night he will think of it, if the little one himself is not a blunder. Why, at every step, so-and-so! Yes, what: he himself will start to run ahead, he will begin to poke his head where they don’t ask, he will start talking incessantly about what he should, on the contrary, be silent, he will start letting in various allegories, hehe! he will come and start asking: why don’t they take me for a long time? heh heh heh! and this, after all, can happen to the most witty person, to a psychologist and a man of letters, sir! Mirror nature, mirror, sir, the most transparent, sir! Look into it and admire it, that's what! Why are you so pale, Rodion Romanovich, aren't you stuffy, why don't you open the window?","But what to do, weakness, I love military affairs, and I really love reading all these military reports ... I decidedly skimped on my career. I would like to serve in the military, sir, right, sir. Perhaps he wouldn't have become a Napoleon, but he would have been a major, sir, he-he-he! Well, so now, my dear, I will tell you the whole detailed truth about that, that is, a particular case: reality and nature, my sir, are an important thing, and wow, how sometimes the most far-sighted calculation is undercut! Hey, listen to the old man, I’m talking seriously, Rodion Romanovich (saying this, the hardly thirty-five-year-old Porfiry Petrovich really seems to have suddenly grown old; even his voice has changed, and somehow he’s all crooked), - besides, I’m a frank person, sir ...",1,0.5678168,1
"lexical = 0, order = 100 she repeated, speaking rapidly and making as many signs of the cross over me as she possibly could. "" My darling, my darling!","A good deed! And for each of your good deeds the Lord will bless you. Good deeds do not go unrewarded, and virtue will sooner or later be adorned with the crown of divine justice.",0,0.54078746,0
"lexical = 40, order = 100 If Marius had been Courfeyrac, that is to say, one of those men who laugh on every occasion of life, he would have burst out laughing when his eyes fell on La Jondrette. She had on a black hat with feathers, rather like the hats of the heralds-at-arms at the coronation of Charles X., an immense tartan shawl over her knit petticoat, and the men's shoes which her daughter had disdained in the morning. It was this toilet that had wrung from Jondrette the exclamation: Bon! <sent> Good! You have dressed up. </sent> You did well. You have to be able to inspire confidence!",you got dressed!,1,0.56895477,1
"lexical = 40, order = 40 So you see the nonsense of your hopes. Only Renell had hidden his precious clothes in some secret place from which nobody had ever pulled them out, especially since no one borrowed someone else's clothes, perhaps out of malice or greed, but took them there out of sheer haste and carelessness. "" And he tugged at the most varied parts of the suit, this one of course , although it had been almost new five months ago, was worn, wrinkled, but above all stained, which was mainly due to the recklessness of the Lifjungen, who every day, according to the general order, made the hall floor smooth and dust-free because of laziness they didn't actually clean it, but sprinkled the floor with some kind of oil and at the same time splattered all the clothes on the clothes racks didn't have clothes at hand, but easily found the hidden stranger's clothes and borrowed them, and maybe this one was the one that day e had to clean the hall and then not only spattered the clothes with the oil, but poured it completely from top to bottom. And do you really think that if someone should come in because of you, there would be someone who would agree with you, across from me, the head porter. ""And I can shut your mouth,"" said the head porter just as calmly and quickly as he thought he would if necessary. "" Do you know when you were still in uniform, you actually looked a bit remarkable, but in this suit, which is actually only possible in Europe.","“And I can stuff your mouth,” said the head porter, just as calmly and as quickly as he might well intend to carry out that threat if necessary. “And do you really believe that if any of those people came in here on account of you, even one of them would side with you, as opposed to me, the head porter. So you can surely see that your hopes are futile. You know, when you were still wearing your uniform, you looked reasonably presentable, but the same cannot be said for you now in that suit, which would be presentable only in Europe.” And he tugged at various parts of the suit, which, though it had been almost new five months ago, was now worn, creased, and above all stained, mostly owing to the carelessness of the lift boys, who in their laziness had responded to the general order that the dormitory floor be kept smooth and free of dust, not by undertaking any real cleaning, but simply by sprinkling some kind of oil on the floor every day, managing to leave dreadful splashes on all of the clothes on the clothes stands. Well, wherever one put one’s clothes, there was always someone around who did not have his own clothes at hand and easily found a few concealed clothes belonging to someone else and borrowed them. And one of the boys entrusted with the task of cleaning the dormitory might not simply sprinkle oil on his clothes but smear them from top to bottom. Renell alone had managed to find for his expensive clothes a secret hiding place, where they had been left virtually undisturbed; the lift boys simply took clothes wherever they found them, for no one borrowed anyone else’s clothes out of, say, malice or greed but merely in haste and out of carelessness.",1,0.56916434,1
"lexical = 0, order = 40 Indeed such was the interest taken by certain citizens in the matter that they advised the purchaser to provide himself and his convoy with an escort, in order to ensure their safe arrival at the appointed destination; but though Chichikov thanked the donors of this advice for the same, and declared that he should be very glad, in case of need, to avail himself of it, he declared also that there was no real need for an escort, seeing that the peasants whom he had purchased were exceptionally peace-loving folk, and that, being themselves consenting parties to the transferment, they would undoubtedly prove in every way tractable. One particularly good result of this advertisement of his scheme was that he came to rank as neither more nor less than a millionaire. Consequently, much as the inhabitants had liked our hero in the first instance (as seen in Chapter I.), they now liked him more than ever. As a matter of fact, they were citizens of an exceptionally quiet, good-natured, easy-going disposition; and some of them were even well-educated. For instance, the President of the Local Council could recite the whole of Zhukovski’s LUDMILLA by heart, and give such an impressive rendering of the passage “The pine forest was asleep and the valley at rest” (as well as of the exclamation “Phew!”) that one felt, as he did so, that the pine forest and the valley really WERE as he described them. The effect was also further heightened by the manner in which, at such moments, he assumed the most portentous frown. For his part, the Postmaster went in more for philosophy, and diligently perused such works as Young’s Night Thoughts, and Eckharthausen’s A Key to the Mysteries of Nature; of which latter work he would make copious extracts, though no one had the slightest notion what they referred to. For the rest, he was a witty, florid little individual, and much addicted to a practice of what he called “embellishing” whatsoever he had to say—a feat which he performed with the aid of such by-the-way phrases as “my dear sir,” “ my good So-and-So ,” “you know,” “you understand,” “you may imagine,” “relatively speaking,” “for instance,” and “et cetera”; of which phrases he would add sackfuls to his speech. He could also “embellish” his words by the simple expedient of half-closing, half-winking one eye; which trick communicated to some of his satirical utterances quite a mordant effect. Nor were his colleagues a wit inferior to him in enlightenment. For instance, one of them made a regular practice of reading Karamzin, another of conning the Moscow Gazette, and a third of never looking at a book at all. Likewise, although they were the sort of men to whom, in their more intimate movements, their wives would very naturally address such nicknames as “Toby Jug,” “Marmot,” “Fatty,” “Pot Belly,” “Smutty,” “Kiki,” and “Buzz-Buzz,” they were men also of good heart, and very ready to extend their hospitality and their friendship when once a guest had eaten of their bread and salt, or spent an evening in their company. Particularly, therefore, did Chichikov earn these good folk’s approval with his taking methods and qualities—so much so that the expression of that approval bid fair to make it difficult for him to quit the town, seeing that, wherever he went, the one phrase dinned into his ears was “Stay another week with us, Paul Ivanovitch.” In short, he ceased to be a free agent. But incomparably more striking was the impression (a matter for unbounded surprise!) which he produced upon the ladies. Properly to explain this phenomenon I should need to say a great deal about the ladies themselves, and to describe in the most vivid of colours their social intercourse and spiritual qualities. Yet this would be a difficult thing for me to do, since, on the one hand, I should be hampered by my boundless respect for the womenfolk of all Civil Service officials, and, on the other hand—well, simply by the innate arduousness of the task. The ladies of N. were— But no, I cannot do it; my heart has already failed me. Come, come! The ladies of N. were distinguished for— But it is of no use; somehow my pen seems to refuse to move over the paper—it seems to be weighted as with a plummet of lead. Very well. That being so, I will merely say a word or two concerning the most prominent tints on the feminine palette of N.—merely a word or two concerning the outward appearance of its ladies, and a word or two concerning their more superficial characteristics. The ladies of N. were pre-eminently what is known as “presentable.” Indeed, in that respect they might have served as a model to the ladies of many another town. That is to say, in whatever pertained to “tone,” etiquette, the intricacies of decorum, and strict observance of the prevailing mode, they surpassed even the ladies of Moscow and St. Petersburg, seeing that they dressed with taste, drove about in carriages in the latest fashions, and never went out without the escort of a footman in gold-laced livery. Again, they looked upon a visiting card—even upon a make-shift affair consisting of an ace of diamonds or a two of clubs—as a sacred thing; so sacred that on one occasion two closely related ladies who had also been closely attached friends were known to fall out with one another over the mere fact of an omission to return a social call! Yes, in spite of the best efforts of husbands and kinsfolk to reconcile the antagonists, it became clear that, though all else in the world might conceivably be possible, never could the hatchet be buried between ladies who had quarrelled over a neglected visit. Likewise strenuous scenes used to take place over questions of precedence—scenes of a kind which had the effect of inspiring husbands to great and knightly ideas on the subject of protecting the fair. True, never did a duel actually take place, since all the husbands were officials belonging to the Civil Service; but at least a given combatant would strive to heap contumely upon his rival, and, as we all know, that is a resource which may prove even more effectual than a duel. As regards morality, the ladies of N. were nothing if not censorious, and would at once be fired with virtuous indignation when they heard of a case of vice or seduction. Nay, even to mere frailty they would award the lash without mercy. On the other hand, should any instance of what they called “third personism” occur among THEIR OWN circle, it was always kept dark—not a hint of what was going on being allowed to transpire, and even the wronged husband holding himself ready, should he meet with, or hear of, the “third person,” to quote, in a mild and rational manner, the proverb, “Whom concerns it that a friend should consort with friend?” In addition, I may say that, like most of the female world of St. Petersburg, the ladies of N. were pre-eminently careful and refined in their choice of words and phrases. Never did a lady say, “I blew my nose,” or “I perspired,” or “I spat.” No, it had to be, “I relieved my nose through the expedient of wiping it with my handkerchief,” and so forth. Again, to say, “This glass, or this plate, smells badly,” was forbidden. No, not even a hint to such an effect was to be dropped. Rather, the proper phrase, in such a case, was “This glass, or this plate, is not behaving very well,”—or some such formula. In fact, to refine the Russian tongue the more thoroughly, something like half the words in it were cut out: which circumstance necessitated very frequent recourse to the tongue of France, since the same words, if spoken in French, were another matter altogether, and one could use even blunter ones than the ones originally objected to. So much for the ladies of N., provided that one confines one’s observations to the surface; yet hardly need it be said that, should one penetrate deeper than that, a great deal more would come to light. At the same time, it is never a very safe proceeding to peer deeply into the hearts of ladies; wherefore, restricting ourselves to the foregoing superficialities, let us proceed further on our way. Hitherto the ladies had paid Chichikov no particular attention, though giving him full credit for his gentlemanly and urbane demeanour; but from the moment that there arose rumours of his being a millionaire other qualities of his began to be canvassed. Nevertheless, not ALL the ladies were governed by interested motives, since it is due to the term “millionaire” rather than to the character of the person who bears it, that the mere sound of the word exercises upon rascals, upon decent folk, and upon folk who are neither the one nor the other, an undeniable influence. A millionaire suffers from the disadvantage of everywhere having to behold meanness, including the sort of meanness which, though not actually based upon calculations of self-interest, yet runs after the wealthy man with smiles, and doffs his hat, and begs for invitations to houses where the millionaire is known to be going to dine. That a similar inclination to meanness seized upon the ladies of N. goes without saying; with the result that many a drawing-room heard it whispered that, if Chichikov was not exactly a beauty, at least he was sufficiently good-looking to serve for a husband, though he could have borne to have been a little more rotund and stout. To that there would be added scornful references to lean husbands, and hints that they resembled tooth-brushes rather than men—with many other feminine additions. Also, such crowds of feminine shoppers began to repair to the Bazaar as almost to constitute a crush, and something like a procession of carriages ensued, so long grew the rank of vehicles. For their part, the tradesmen had the joy of seeing highly priced dress materials which they had bought at fairs, and then been unable to dispose of, now suddenly become tradeable, and go off with a rush. For instance, on one occasion a lady appeared at Mass in a bustle which filled the church to an extent which led the verger on duty to bid the commoner folk withdraw to the porch, lest the lady’s toilet should be soiled in the crush. Even Chichikov could not help privately remarking the attention which he aroused. On one occasion, when he returned to the inn, he found on his table a note addressed to himself. Whence it had come, and who had delivered it, he failed to discover, for the waiter declared that the person who had brought it had omitted to leave the name of the writer. Beginning abruptly with the words “I MUST write to you,” the letter went on to say that between a certain pair of souls there existed a bond of sympathy; and this verity the epistle further confirmed with rows of full stops to the extent of nearly half a page. Next there followed a few reflections of a correctitude so remarkable that I have no choice but to quote them. “What, I would ask, is this life of ours?” inquired the writer. <sent> A crowd of people who don't feel."" The valley where sorrows settled. What is light? "" </sent> Thereafter, incidentally remarking that she had just dropped a tear to the memory of her dear mother, who had departed this life twenty-five years ago, the (presumably) lady writer invited Chichikov to come forth into the wilds, and to leave for ever the city where, penned in noisome haunts, folk could not even draw their breath. In conclusion, the writer gave way to unconcealed despair, and wound up with the following verses:","“‘Tis nought but a vale of woe. And what, I would ask, is the world? ‘ Tis nought but a mob of unthinking humanity.”",1,0.5692541,1
"lexical = 0, order = 40 Approaching, they discovered over the front door an inscribed slab of white jade. “Scrumptious news!” exclaimed Pigsy. “We don’t know what sort of a place this is,” cautioned Sandy. “Let’s do a little reconnaissance first.” Let’s go before Tripitaka finishes it all off!” “Tripitaka is doubtless inside that pagoda right now, stuffing his face. It just so happened that Tripitaka was not yet destined to be dinner, for the two disciples soon spotted the pagoda’s golden light.","Truly, their reigns golden light as bright as day, All kinds of nameless sweet incense, The eye meets a thousand trees in the beautiful palace, And the sweetest music charms the ear beyond all earthly strains , There the saints never grow old, Once partaking of celestial food, they live forever. All the sorrows of life are past, And now eternal glory and joy are attained. It was great bliss to Zhu Bajie and Sha the Monk to be at Buddha’s palace, and enjoy to their hearts’ content the banquet of immortals, who had cast off their mortal coils of bones and flesh and blood. Ananda and Kasyapa honored their guests with their presence. When their meal was over, the pilgrims were led to the Sacred Library, where books were stored in cupboards and boxes all with red labels of their names. After the four had seen the list of books, Ananda and Kasyapa said, if they were going to pay for the volumes, they would be given them at once. The Master replied that he had not been prepared to pay, as he understood the Scriptures were to be presented to them.",1,0.5695534,1
"lexical = 40, order = 100 The Postmaster went in more for philosophy and read quite diligently, even burning the midnight oil—such things as Young’s Night Thoughts and Eckartshausen’s The Key to the Mysteries of Nature, from both of which he copied quite lengthy excerpts, but no one knew of just what nature these excerpts were.5","They are majestic because they think. The higher plane which they bring to civilisation is intrinsic to them; it comes from themselves, and not from an accident. The advancement which they have made in the nineteenth century does not spring from Waterloo. It is only barbarous nations who have a sudden growth after a victory. It is the fleeting vanity of the streamlet swelled by the storm. Civilised nations, especially in our times, are not exalted nor abased by the good or bad fortune of a captain. Their specific gravity in the human race results from something more than a combat. Their honour, thank God, their dignity, their light, their genius, are not numbers that heroes and conquerors, those gamblers, can cast into the lottery of battles. Oftentimes a battle lost is progress attained. Less glory, more liberty.",0,0.5391045,0
"lexical = 60, order = 60 "" Her conversation with God is colossally interesting. It ends with the fact that she begs God for a stop of torment every year from Good Friday to Trinity Day, and sinners from hell immediately thank the Lord and cry out to him: ""You are right, Lord, that you have judged so. He appears on my stage; true, he does not say anything in the poem, but only appears and passes. Well, my poem would have been of the same kind if it had appeared at that time. She begs, she does not leave, and when God points out to her the nailed arms and legs of her son and asks: how will I forgive his tormentors, then she orders all the saints, all the martyrs, all the angels and archangels to fall with her and pray for mercy all indiscriminately.","Occasionally supplications are long, drawn-out and drawling, stereotyped and mechanical—they are purely begging supplications. Requests of this kind it is less hard to refuse, for they are purely professional and of long standing. “The beggar is overdoing it,” one thinks to oneself. “He knows the trick too well.” But there are other supplications which voice a strange, hoarse, unaccustomed note, like that today when I took the poor boy’s paper. He had been standing by the kerbstone without speaking to anybody—save that at last to myself he said, “For the love of Christ give me a groat!”",0,0.5385434,0
"lexical = 20, order = 60 He said that Xuande's army was in Luocheng. The person sent by Fazheng to send the book reported: ""Zheng Du persuaded Liu Zhang to burn all the wild valleys and storehouses in various places, and lead the people of Brazil to avoid the west of the Fushui River. The deep trenches and high fortresses did not fight."" Xuande and Kong Ming heard this. They were all shocked and said, ""If I use these words, my situation is in danger!"" Fazheng laughed and said, ""My lord, don't worry: although this tactic is poisonous, Liu Zhang will definitely not be able to use it."" Within a day, it was rumored that Liu Zhang would not move. To move the people, do not follow the words of Zheng Du. When Xuande heard this, Fang Shi was relieved. Kong Ming said: ""You can quickly advance troops to take Mianzhu: if you get here, Chengdu will be easy to take."" He then sent Huang Zhong and Wei Yan to lead the army forward. Fei Guan heard that Xuande's troops were coming, and sent Li Yan to greet him. Yan led 3,000 soldiers out, and they were all set up. Huang Zhong went out and fought with Li Yan forty or fifty. Kong Ming ordered Ming Jin to withdraw from the tent. <sent> Huang Zhong rides out the next day to single combat but then turns and flees, luring Li Yan into following him. </sent> Kong Ming was at the top of the mountain, and called out, ""If you don't surrender, you have already put down a strong crossbow, and you want to report to me, Pang Shiyuan."" Li Yan dismounted his horse and surrendered in a panic. The sergeant never hurt anyone. Kong Ming invited Li Yan to see Xuande. Xuande was very kind. Yan said, ""Although Fei Guan is a relative of Liu Yizhou, he is very close to a certain person, so he should talk to him."" Xuande ordered Li Yan to return to the city to recruit Fei Guan. Yan entered Mianzhu City and praised Fei Guan for being so benevolent. Listen to his words, open the door and surrender. Xuande then entered Mianzhu and discussed dividing his troops to take Chengdu. Suddenly, Meteor and Ma urgently reported that Mengda and Huo Jun were guarding Jiameng Pass, and now Zhang Lu of Dongchuan sent Ma Chao, Yang Bo, and Ma Dai to lead troops to attack them urgently. Xuande was shocked. Kong Ming said: ""You must be the two generals of Zhang and Zhao before you can fight the enemy."" Xuande said, ""Zilong has led his troops outside and has not returned. Yide is already here, so he can be dispatched urgently."" Kong Ming said: ""My lord, please don't return. Say it, Rong Liang is excited.""","Huang Zhong returned to the formation and asked, ""I'm about to capture Li Yan, why did the military commander withdraw the troops?"" Kong Ming said, ""I've seen Li Yan's martial arts, and I can't take it by force. If you fight again in the future, you can cheat and lead to the mountain valley. Surprise your troops to win."" Huang Zhong led the plan. The next day, Li Yan led the troops again, and Huang Zhong went to battle again. Li Yan came, rushed into the mountain valley, and suddenly realized. When he was anxious to return, Wei Yan in front led his troops to move away.",1,0.5707501,1
"lexical = 40, order = 40 <sent> Next, innumerable cries of la Ilaba ill’Allab3 rang out, as of Moors going into battle; trumpets and clarions blared, drums boomed, fifes shrilled, all at the same time, and so fast and continuously that only a person with no sense at all could have failed to lose it in the pandemonium created by all those instruments. The Duke was amazed, the Duchess was astonished, Don Quixote was dumbfounded, Sancho Panza was trembling and, in short, even those who knew the secret were alarmed. Fear imposed its silence, and then a post-boy in devil ’s garb rode before them, playing not a bugle but a vast hollow horn that emitted a fearful, raucous noise. With this and other amusing talk they left the marquee and went back into the wood, and in the inspection of hides the rest of the day soon passed and night fell, not as clear or calm a night as the season, midsummer, would have led one to expect, because a certain chiaroscuro about it was of great assistance to the schemes of the Duke and Duchess; and so, as night descended, a little after dusk, it suddenly seemed as if the entire wood were on fire, and then countless bugles and other military instruments were heard sounding out, here, there and everywhere, as if several troops of cavalry were riding through the wood. The blaze of the fires and the sound of the martial instruments almost blinded the eyes and deafened the ears of the bystanders and indeed of everybody in the wood. </sent>","Engaged in this and other amiable conversations, they walked out of the tent and into the forest, and in the collecting of some traps the day passed quickly and night fell, not as clear or as tranquil as it usually was at that time of year, which was the middle of summer, but it did bring a certain chiaroscuro that furthered the plans of the duke and duchess, for as dusk began to turn into night, it suddenly seemed that the entire forest on all four sides was ablaze, and then here and there, this way and that, an infinite number of cornets and other warlike instruments were heard, as if troops of cavalry were riding through the woods. The light of the fires and the sound of martial instruments almost blinded and deafened the eyes and ears of those nearby and even those who were elsewhere in the forest. Then they heard the sound of infinite lelelíes, in the manner of a Moorish battle cry; trumpets and bugles blared, drums sounded, fifes played almost all at the same time, and so continually and so rapidly that one could lose one’s senses in the confused din of so many instruments. The duke was stunned, the duchess was astounded, Don Quixote was astonished, Sancho Panza trembled, and even those who knew the cause were frightened. In their fear they fell silent, and a postillion dressed as a demon passed in front of them, and instead of a cornet he was playing a huge, hollow animal horn that emitted a harsh and terrifying sound.",1,0.5709295,1
"lexical = 40, order = 40 But this morning I didn't wait for it and slipped out of the house before eight. But despite my eagerness to go ahead with my plan, I was aware that many important points in it were still unclear in my mind; and this uncertainty had caused me to spend the night in a state halfway between sleep and wakefulness, thinking, losing the train of my thought, slipping into innumerable dreams, and never succeeding in sinking deeper into proper sleep for any length of time. Usually we— that is, my mother, my sister, and I—would get up around eight, while Versilov lingered in bed until half past nine or so. Punctually at eight-thirty, my mother would bring my breakfast up to my room. The following morning I got up as early as I could. I had prepared a plan of action for the day.","I tried to get up as early as possible in the morning. As a rule we, that is my mother, my sister and I, used to get up about eight o'clock. Versilov used to lie comfortably in bed till half-past nine. Punctually at half-past eight my mother used to bring me up my coffee. But this time I slipped out of the house at eight o'clock without waiting for it. I had the day before mapped out roughly my plan of action for the whole of this day. In spite of my passionate resolve to carry out this plan I felt that there was a very great deal of it that was uncertain and indefinite in its most essential points. That was why I lay all night in a sort of half-waking state; I had an immense number of dreams, as though I were light-headed, and I hardly fell asleep properly all night.",1,0.5709893,1
"lexical = 40, order = 80 “In the fourth year it was admitted by both of us, though tacitly, that we could not understand each other—that we could not agree. We stopped trying to talk anything over to the end. In regard to the simplest things, especially the children, we each kept our own opinion unchangeably. As I now remember, the opinions I held were not so precious that I could not have given them up; but she had opposing notions, and to yield to them meant to yield to her. And this I could not do. Nor could she yield to me. She evidently considered herself always perfectly right toward me, and, as for me compared to her, I was always a saint in my own eyes. When we were together we were practically reduced to silence or to such conversations as animals probably carry on together: ‘What time is it?’ ‘Is it bedtime?’ ‘What will you have for dinner today?’ ‘Where will you drive?’ ‘What is the news?’ ‘We must send for the doctor; Masha has a sore throat.’ “It required only a step of a hair’s width beyond this unendurably narrowing circle of conventional sentences to inspire a quarrel— skirmishes and expressions of hatred about the coffee, the tablecloth, the drive, a play at whist—in fact, over trifles which could not have had the slightest importance for either of us. In me, at least, hatred of her boiled terribly. I often looked at her when she was drinking tea, dangling her crossed leg, bringing her spoon to her mouth to sip from it, swallowing—I hated her for this very trifle as if it were the worst of crimes. I did not notice that these periods broke out in me with regularity and uniformity, corresponding to the periods of what we called love. A period of love—then a period of hatred. An energetic period of passion—then a long period of hatred. A feebler show of passion— then a briefer outbreak of hatred. “We did not then comprehend that this love and hatred were one and the same animal passion, only with opposite poles. It would have been horrible to live in this way if we had realized our situation; but we did not realize it and did not see it. <sent> It’s the salvation as well as the punishment of human beings that when they’re living irregular lives, they’re able to wrap themselves in a blanket of fog so that they can’t see the wretchedness of their situation. </sent> “Thus it was with us. She sought to forget herself in strenuous and absorbing occupations —her housekeeping, the arrangement of the furniture, dressing herself and the family, and the education and health of the children. I had my own affairs to attend to—drinking, hunting, playing cards, going to my office. We were both busy all the time. We both felt that the busier we were, the more justified we were in being annoyed with each other. ‘It is very well for you to make up such grimaces,’ I would think, mentally addressing her. ‘ You tormented me all night with your scenes, but now I have a meeting to attend.’ ‘It is all very well for you,’ she would not only think, but even say aloud, ‘but the baby kept me awake all night long.’ “These new theories of hypnotism, mental disease, and hysteria are all an absurdity—not a simple absurdity, a vile and pernicious one.","In this lies the salvation, as well as the punishment, of a man—that, when he is living irregularly, he may blind himself so as not to see the wretchedness of his situation.",1,0.57104915,1
"lexical = 0, order = 100 My sovereign begs the pleasure of your company for dinner.” It’s been centuries since we tested ourselves against each other —I’ve really missed our mortal combat.” When they were about a hundred clashes in—each fighting on their respective auspicious clouds—a voice called out from the summit of Thunder-Hoard Mountain: “Lord Bull Demon! “Good plan, brother.","“There's no need to talk it over with him,” Pig said. “He's not my father or mother, and it's entirely up to me whether I do it or not.” “Very well then,” she said, “Wait while I tell the girls.” With that she went in and shut the door behind her.",1,0.57104915,1
